Roary,Name,HG003ProkkaGene,HG003ProkkaTag,HG003ProkkaStart,HG003ProkkaStop,HG003NewTag,HG003NewStart,HG003NewStop,HG003Description,USA300ProkkaGene,USA300ProkkaTag,USA300ProkkaStart,USA300ProkkaStop,USA300NewTag,USA300NewStart,USA300NewStop,USA300OldTag,USA300OldStart,USA300OldStop,USA300Description,MW2ProkkaGene,MW2ProkkaTag,MW2ProkkaStart,MW2ProkkaStop,MW2NewTag,MW2NewStart,MW2NewStop,MW2OldTag,MW2OldStart,MW2OldStop,MW2Description,MSSA476ProkkaGene,MSSA476ProkkaTag,MSSA476ProkkaStart,MSSA476ProkkaStop,MSSA476NewTag,MSSA476NewStart,MSSA476NewStop,MSSA476OldTag,MSSA476OldStart,MSSA476OldStop,MSSA476Description,MRSA252ProkkaGene,MRSA252ProkkaTag,MRSA252ProkkaStart,MRSA252ProkkaStop,MRSA252NewTag,MRSA252NewStart,MRSA252NewStop,MRSA252OldTag,MRSA252OldStart,MRSA252OldStop,MRSA252Description
,SAOUHSC_01770,,,,,SAOUHSC_01770,1670599,1670700,hypothetical protein SAOUHSC_01770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01780,,,,,SAOUHSC_01780,1680636,1680746,hypothetical protein SAOUHSC_01780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01783,,,,,SAOUHSC_01783,1682384,1682485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01789,,,,,SAOUHSC_01789,1687891,1688013,hypothetical protein SAOUHSC_01789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01817,,,,,SAOUHSC_01817,1723311,1723409,hypothetical protein SAOUHSC_01817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01826,,,,,SAOUHSC_01826,1731824,1731964,hypothetical protein SAOUHSC_01826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01834,,,,,SAOUHSC_01834,1739623,1739718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01841,,,,,SAOUHSC_01841,1747196,1747288,hypothetical protein SAOUHSC_01841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01844,,,,,SAOUHSC_01844,1750105,1750194,hypothetical protein SAOUHSC_01844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01851,,,,,SAOUHSC_01851,1757408,1757521,hypothetical protein SAOUHSC_01851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01853,,,,,SAOUHSC_01853,1759427,1759531,hypothetical protein SAOUHSC_01853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01883,,,,,SAOUHSC_01883,1797257,1797376,hypothetical protein SAOUHSC_01883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01924,,,,,SAOUHSC_01924,1831102,1831287,hypothetical protein SAOUHSC_01924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01927,,,,,SAOUHSC_01927,1832051,1832260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01929,,,,,SAOUHSC_01929,1833027,1833128,hypothetical protein SAOUHSC_01929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01934,,,,,SAOUHSC_01934,1842247,1842381,hypothetical protein SAOUHSC_01934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01937,,,,,SAOUHSC_01937,1844134,1844241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01943,,,,,SAOUHSC_01943,1847797,1848015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01959,,,,,SAOUHSC_01959,1866174,1866401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01963,,,,,SAOUHSC_01963,1869835,1869945,hypothetical protein SAOUHSC_01963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01976,,,,,SAOUHSC_01976,1881683,1881781,hypothetical protein SAOUHSC_01976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01985,,,,,SAOUHSC_01985,1889999,1890361,hypothetical protein SAOUHSC_01985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02002,,,,,SAOUHSC_02002,1912025,1912117,hypothetical protein SAOUHSC_02002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02007,,,,,SAOUHSC_02007,1917267,1917497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02015,,,,,SAOUHSC_02015,1923456,1923557,hypothetical protein SAOUHSC_02015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02105,,,,,SAOUHSC_02105,1979085,1979195,hypothetical protein SAOUHSC_02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02109,,,,,SAOUHSC_02109,1982201,1982293,hypothetical protein SAOUHSC_02109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02115,,,,,SAOUHSC_02115,1988119,1988265,hypothetical protein SAOUHSC_02115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02136,,,,,SAOUHSC_02136,2009610,2009717,hypothetical protein SAOUHSC_02136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02141,,,,,SAOUHSC_02141,2014701,2014874,hypothetical protein SAOUHSC_02141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02157,,,,,SAOUHSC_02157,2027389,2027487,hypothetical protein SAOUHSC_02157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02164,,,,,SAOUHSC_02164,2032310,2032489,hypothetical protein SAOUHSC_02164,,,,,USA300HOU_RS10535,2085696,2085875,USA300HOU_1944,2085696,2085875,MULTISPECIES: membrane protein,,,,,MW_RS10250,2046605,2046784,MW1882,2046605,2046784,membrane protein,,,,,SAS_RS10120,2025851,2026030,SAS1863a,2025851,2026030,MULTISPECIES: hypothetical protein,,,,,SAR_RS10615,2124947,2125126,SAR2032,2124947,2125126,MULTISPECIES: membrane protein
,SAOUHSC_02165,,,,,SAOUHSC_02165,2032569,2032724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02166,,,,,SAOUHSC_02166,2032800,2033060,hypothetical protein SAOUHSC_02166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02175,,,,,SAOUHSC_02175,2037430,2037537,hypothetical protein SAOUHSC_02175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02176,,,,,SAOUHSC_02176,2037590,2037766,hypothetical protein SAOUHSC_02176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02183,,,,,SAOUHSC_02183,2048745,2048867,hypothetical protein SAOUHSC_02183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02236,,,,,SAOUHSC_02236,2072469,2072636,hypothetical protein SAOUHSC_02236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02251,,,,,SAOUHSC_02251,2085846,2086058,hypothetical protein SAOUHSC_02251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02252,,,,,SAOUHSC_02252,2086191,2086538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02266,,,,,SAOUHSC_02266,2096704,2096811,hypothetical protein SAOUHSC_02266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02275,,,,,SAOUHSC_02275,2106807,2106935,hypothetical protein SAOUHSC_02275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02290,,,,,SAOUHSC_02290,2122583,2122738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02294,,,,,SAOUHSC_02294,2128216,2128323,hypothetical protein SAOUHSC_02294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02313,,,,,SAOUHSC_02313,2144198,2144308,hypothetical protein SAOUHSC_02313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02325,,,,,SAOUHSC_02325,2157595,2157702,hypothetical protein SAOUHSC_02325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02326,,,,,SAOUHSC_02326,2157710,2157802,hypothetical protein SAOUHSC_02326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02332,,,,,SAOUHSC_02332,2162336,2162467,hypothetical protein SAOUHSC_02332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02339,,,,,SAOUHSC_02339,2167009,2167101,hypothetical protein SAOUHSC_02339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02378,,,,,SAOUHSC_02378,2200893,2201021,hypothetical protein SAOUHSC_02378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02391,,,,,SAOUHSC_02391,2212109,2212213,hypothetical protein SAOUHSC_02391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02394,,,,,SAOUHSC_02394,2214325,2214417,hypothetical protein SAOUHSC_02394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02411,,,,,SAOUHSC_02411,2238622,2238726,hypothetical protein SAOUHSC_02411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02412,,,,,SAOUHSC_02412,2238752,2238868,hypothetical protein SAOUHSC_02412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02416,,,,,SAOUHSC_02416,2244539,2244724,hypothetical protein SAOUHSC_02416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02432,,,,,SAOUHSC_02432,2257663,2257788,hypothetical protein SAOUHSC_02432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02462,,,,,SAOUHSC_02462,2284713,2284880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02469,,,,,SAOUHSC_02469,2292961,2293200,hypothetical protein SAOUHSC_02469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02470,,,,,SAOUHSC_02470,2293182,2293364,hypothetical protein SAOUHSC_02470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02473,,,,,SAOUHSC_02473,2296590,2296682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02518,,,,,SAOUHSC_02518,2322685,2322780,hypothetical protein SAOUHSC_02518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02521,,,,,SAOUHSC_02521,2324894,2325025,hypothetical protein SAOUHSC_02521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02533,,,,,SAOUHSC_02533,2335481,2335651,hypothetical protein SAOUHSC_02533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02534,,,,,SAOUHSC_02534,2335708,2335851,hypothetical protein SAOUHSC_02534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02535,,,,,SAOUHSC_02535,2335823,2335942,hypothetical protein SAOUHSC_02535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02567,,,,,SAOUHSC_02567,2358144,2358323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02572,,,,,SAOUHSC_02572,2362818,2363060,hypothetical protein SAOUHSC_02572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02586,,,,,SAOUHSC_02586,2378658,2378972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02602,,,,,SAOUHSC_02602,2391278,2391637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02616,,,,,SAOUHSC_02616,2405929,2406114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02634,,,,,SAOUHSC_02634,2421661,2421789,hypothetical protein SAOUHSC_02634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02655,,,,,SAOUHSC_02655,2440932,2441048,hypothetical protein SAOUHSC_02655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02657,,,,,SAOUHSC_02657,2441636,2441728,hypothetical protein SAOUHSC_02657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02693,,,,,SAOUHSC_02693,2477863,2477964,hypothetical protein SAOUHSC_02693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02701,,,,,SAOUHSC_02701,2484250,2484393,hypothetical protein SAOUHSC_02701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02705,,,,,SAOUHSC_02705,2487184,2487288,hypothetical protein SAOUHSC_02705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02707,,,,,SAOUHSC_02707,2488633,2488815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02717,,,,,SAOUHSC_02717,2498230,2498373,hypothetical protein SAOUHSC_02717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02720,,,,,SAOUHSC_02720,2502476,2502583,hypothetical protein SAOUHSC_02720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02721,,,,,SAOUHSC_02721,2502610,2502717,hypothetical protein SAOUHSC_02721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02732,,,,,SAOUHSC_02732,2512984,2513085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02734,,,,,SAOUHSC_02734,2514968,2515072,hypothetical protein SAOUHSC_02734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02737,,,,,SAOUHSC_02737,2517701,2517898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02738,,,,,SAOUHSC_02738,2517701,2577898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02745,,,,,SAOUHSC_02745,2524560,2524679,hypothetical protein SAOUHSC_02745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02746,,,,,SAOUHSC_02746,2524759,2524899,hypothetical protein SAOUHSC_02746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02758,,,,,SAOUHSC_02758,2534663,2534857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02780,,,,,SAOUHSC_02780,2555609,2555794,hypothetical protein SAOUHSC_02780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02782,,,,,SAOUHSC_02782,2556559,2556681,hypothetical protein SAOUHSC_02782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02804,,,,,SAOUHSC_02804,2584423,2584524,hypothetical protein SAOUHSC_02804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02805,,,,,SAOUHSC_02805,2584573,2584875,hypothetical protein SAOUHSC_02805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02817,,,,,SAOUHSC_02817,2595946,2596044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02838,,,,,SAOUHSC_02838,2613927,2614025,hypothetical protein SAOUHSC_02838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02856,,,,,SAOUHSC_02856,2628706,2628810,hypothetical protein SAOUHSC_02856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02857,,,,,SAOUHSC_02857,2628973,2629107,hypothetical protein SAOUHSC_02857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02868,,,,,SAOUHSC_02868,2641899,2642066,hypothetical protein SAOUHSC_02868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02889,,,,,SAOUHSC_02889,2663175,2663303,hypothetical protein SAOUHSC_02889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02890,,,,,SAOUHSC_02890,2663260,2663397,"hypothetical protein SAOUHSC_02890, partial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02914,,,,,SAOUHSC_02914,2680332,2680430,hypothetical protein SAOUHSC_02914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02928,,,,,SAOUHSC_02928,2694530,2694859,hypothetical protein SAOUHSC_02928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02934,,,,,SAOUHSC_02934,2701454,2701549,hypothetical protein SAOUHSC_02934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02939,,,,,SAOUHSC_02939,2705093,2705254,hypothetical protein SAOUHSC_02939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02940,,,,,SAOUHSC_02940,2705270,2705380,hypothetical protein SAOUHSC_02940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02944,,,,,SAOUHSC_02944,2709802,2709897,hypothetical protein SAOUHSC_02944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02948,,,,,SAOUHSC_02948,2712716,2712808,hypothetical protein SAOUHSC_02948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_02950,,,,,SAOUHSC_02950,2714065,2714178,hypothetical protein SAOUHSC_02950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_03042,,,,,SAOUHSC_03042,2812084,2812434,integrase/recombinase core subunit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_A00354,,,,,SAOUHSC_A00354,366986,367195,hypothetical protein SAOUHSC_A00354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_A00526,,,,,SAOUHSC_A00526,547608,547865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_A00992,,,,,SAOUHSC_A00992,1003967,1004122,hypothetical protein SAOUHSC_A00992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_A01081,,,,,SAOUHSC_A01081,1075291,1075509,hypothetical protein SAOUHSC_A01081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_A01436,,,,,SAOUHSC_A01436,1450026,1450217,hypothetical protein SAOUHSC_A01436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_A01514,,,,,SAOUHSC_A01514,1503842,1504015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_A02169,,,,,SAOUHSC_A02169,2111333,2111488,hypothetical protein SAOUHSC_A02169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_A02189,,,,,SAOUHSC_A02189,2134741,2134974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_A02331,,,,,SAOUHSC_A02331,2281666,2281827,hypothetical protein SAOUHSC_A02331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_A02577,,,,,SAOUHSC_A02577,2498063,2498230,hypothetical protein SAOUHSC_A02577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_A02794,,,,,SAOUHSC_A02794,2713423,2713683,hypothetical protein SAOUHSC_A02794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_A02811,,,,,SAOUHSC_A02811,2731688,2731855,hypothetical protein SAOUHSC_A02811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAR_RS00340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS00340,76903,76983,,,,MULTISPECIES: ATPase
,SAR_RS00370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS00370,84354,84641,SAR0077,84354,84641,MULTISPECIES: hypothetical protein
,SAR_RS00425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS00425,96778,96909,SAR0091,96778,96909,transposase
MRSA252_00096,SAR_RS00470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRSA252_00096,104001,104096,SAR_RS00470,104001,104202,SAR0100,104041,104202,hypothetical protein
,SAR_RS00610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS00610,141304,141495,,,,hypothetical protein
,SAR_RS00625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS00625,143319,143440,,,,
,SAR_RS00670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS00670,152018,152242,,,,hypothetical protein
,SAR_RS01080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01080,255707,255874,SAR0219,255707,255874,hypothetical protein
,SAR_RS01100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01100,260397,260504,,,,hypothetical protein
,SAR_RS01105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01105,260523,260663,,,,hypothetical protein
,SAR_RS01165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01165,275285,275392,,,,hypothetical protein
,SAR_RS01175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01175,276868,277011,,,,hypothetical protein
,SAR_RS01190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01190,279915,280018,,,,
,SAR_RS01245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01245,291010,291171,SAR0249,291010,291171,hypothetical protein
,SAR_RS01320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01320,309173,309382,,,,hypothetical protein
,SAR_RS01330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01330,310399,310533,,,,hypothetical protein
,SAR_RS01355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01355,314320,314433,SAR0269a,314320,314433,NADH dehydrogenase
,SAR_RS01520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01520,347405,347638,,,,hypothetical protein
,SAR_RS01600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01600,366034,366132,,,,hypothetical protein
,SAR_RS01695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01695,383861,384142,,,,hypothetical protein
,SAR_RS01760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01760,395106,395264,,,,hypothetical protein
,SAR_RS01940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01940,423507,423686,,,,membrane protein
,SAR_RS01955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01955,425885,425983,,,,hypothetical protein
,SAR_RS01980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS01980,428522,428731,SAR0393,428522,428731,hypothetical protein
,SAR_RS02025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAR_RS02025,437550,437651,SAR0401a,437550,437651,hypothetical protein
